gene,source_file,source_file_name,model_guess,gene_col,score_col,rank_col,score_value,rank_value,context_rank,context_score,context_list_name,context_theme,context_group,context_model_name
PDX1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.706994774909654,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6943614231678334,,,,,,,
KCNJ11,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.647390375820414,,,,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.5224918550105622,,,,,,,
MTNR1B,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.5,,,,,,,
HHEX,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.8146314466501844,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.790309534530756,,,,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.788765825077766,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.780523276958573,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7753502415268735,,,,,,,
GAD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7621097110442118,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7437261048534571,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.728368722503192,,,,,,,
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7256688020464807,,,,,,,
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7210828712733263,,,,,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7148203152729276,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7015943811762564,,,,,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6980409968960747,,,,,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6704928840374214,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6669799997060443,,,,,,,
KCNJ11,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6488173104001954,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.603571216250444,,,,,,,
MTNR1B,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.4945920321750458,,,,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.4690280530916357,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7038851731278976,,,,,,,
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6679954840020974,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6153709565053702,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6147061541331904,,,,,,,
GAD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6086926205080248,,,,,,,
MTNR1B,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.5809915008691676,,,,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.5627674717972656,,,,,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.5623600801340923,,,,,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.5530613954350644,,,,,,,
HHEX,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.546798505249759,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.5213980916372646,,,,,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.511767579202883,,,,,,,
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.5076311046711647,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.5,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.4873406628134159,,,,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.4815200410712282,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.4686270967886557,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.4637072583930864,,,,,,,
KCNJ11,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.4550978798104344,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.8603972774622827,,,,,,,
GAD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.8364516684739696,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.8328189732305473,,,,,,,
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7828726253062582,,,,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7672387857513145,,,,,,,
HHEX,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7532621177071895,,,,,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.74550104985935,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7195274912875872,,,,,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7017176946600953,,,,,,,
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6880293477594035,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6809238029346082,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6764723549333719,,,,,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6507516343860136,,,,,,,
KCNJ11,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6454657872147738,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.5870253232613809,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.5697327806492395,,,,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.5326113114195594,,,,,,,
